line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
14494,-0.1,0.911,-0.161,-59.512,-134.177,25.732
14495,-0.071,0.846,-0.148,-56.433,-124.085,27.896
14496,-0.06,0.796,-0.12,-53.049,-115.122,27.591
14497,-0.041,0.727,-0.09,-49.634,-108.171,25.732
14498,-0.01,0.656,-0.078,-47.043,-103.049,23.659
14499,0.017,0.602,-0.086,-44.512,-97.805,21.524
14500,0.055,0.56,-0.083,-41.524,-89.756,19.36
14501,0.102,0.528,-0.077,-38.75,-77.988,17.165
14502,0.147,0.504,-0.083,-33.476,-64.604,14.665
14503,0.173,0.507,-0.101,-29.146,-51.433,11.463
14504,0.183,0.508,-0.116,-25.64,-38.841,8.049
14505,0.199,0.492,-0.128,-21.982,-24.878,5.03
14506,0.221,0.48,-0.122,-19.207,-11.372,2.591
14507,0.231,0.462,-0.091,-15.579,-0.701,0.396
14508,0.221,0.439,-0.042,-9.878,7.622,-1.128
14509,0.219,0.439,0.005,-3.72,16.159,-2.47
14510,0.219,0.459,0.043,2.165,27.073,-5.03
14511,0.229,0.466,0.057,8.811,38.476,-6.829
14512,0.244,0.485,0.044,16.189,49.665,-8.018
14513,0.246,0.519,0.02,23.201,59.055,-9.207
14514,0.241,0.547,-0.015,29.268,67.988,-10.823
14515,0.235,0.56,-0.061,36.098,79.665,-11.494
14516,0.248,0.593,-0.1,42.5,94.299,-11.616
14517,0.215,0.632,-0.129,47.47,109.97,-11.28
14518,0.164,0.674,-0.151,52.287,124.573,-10.549
14519,0.127,0.709,-0.161,55.549,136.738,-10.274
14520,0.055,0.752,-0.178,57.5,146.067,-8.689
14521,-0.019,0.812,-0.2,59.726,154.848,-5.396
14522,-0.058,0.895,-0.199,60.152,165.366,-1.25
14523,-0.094,0.992,-0.192,59.909,175.518,3.293
14524,-0.149,1.082,-0.187,60.793,182.622,9.055
14525,-0.18,1.179,-0.193,62.195,185.701,15.488
14526,-0.237,1.278,-0.196,64.756,190.213,20.488
14527,-0.267,1.354,-0.196,68.201,198.963,25.457
14528,-0.266,1.44,-0.214,70,211.646,31.25
14529,-0.29,1.524,-0.221,68.14,224.36,36.402
14530,-0.371,1.575,-0.214,65.488,232.256,42.683
14531,-0.458,1.601,-0.192,64.085,232.713,51.28
14532,-0.491,1.623,-0.156,64.055,229.695,60.762
14533,-0.526,1.648,-0.11,62.134,226.616,68.506
14534,-0.569,1.675,-0.061,57.835,223.293,72.927
14535,-0.591,1.648,-0.016,52.835,220.64,76.372
14536,-0.603,1.633,0.014,44.451,216.829,81.463
14537,-0.607,1.642,0.04,34.39,212.073,86.067
14538,-0.618,1.637,0.074,23.75,206.555,90.183
14539,-0.629,1.625,0.119,13.902,198.994,94.177
14540,-0.609,1.575,0.162,3.994,189.024,98.049
14541,-0.613,1.487,0.19,-4.726,174.909,101.433
14542,-0.657,1.4,0.208,-11.585,154.848,104.543
14543,-0.654,1.322,0.223,-16.037,135.244,107.47
14544,-0.587,1.255,0.231,-19.848,120.488,109.939
14545,-0.525,1.219,0.23,-25.305,108.323,109.939
14546,-0.481,1.156,0.226,-29.238,95.152,108.171
14547,-0.453,1.083,0.209,-31.982,81.006,105.884
14548,-0.44,1.025,0.199,-33.628,68.72,102.47
14549,-0.387,0.948,0.198,-34.116,59.299,99.329
14550,-0.336,0.877,0.207,-33.354,53.14,96.098
14551,-0.315,0.823,0.225,-32.012,48.659,91.433
14552,-0.292,0.753,0.234,-30.213,42.805,85.427
14553,-0.295,0.696,0.236,-28.567,34.97,78.841
14554,-0.305,0.633,0.228,-24.848,27.774,72.439
14555,-0.258,0.581,0.214,-21.006,23.232,66.89
14556,-0.197,0.546,0.208,-18.11,23.11,60.671
14557,-0.171,0.501,0.196,-14.939,25.518,52.744
14558,-0.156,0.458,0.197,-12.866,27.348,43.628
14559,-0.118,0.436,0.208,-12.012,25.244,33.689
14560,-0.114,0.418,0.223,-10.366,19.512,24.085
14561,-0.142,0.404,0.231,-8.14,13.14,15.091
14562,-0.153,0.402,0.246,-6.037,6.799,6.616
14563,-0.145,0.407,0.276,-3.72,0.091,-1.494
14564,-0.13,0.411,0.317,-1.311,-8.902,-8.841
14565,-0.139,0.41,0.353,1.646,-19.299,-15.915
14566,-0.166,0.418,0.371,4.665,-28.902,-22.317
14567,-0.164,0.435,0.362,8.537,-38.018,-29.146
14568,-0.158,0.451,0.332,13.384,-46.402,-36.128
14569,-0.147,0.474,0.272,17.317,-54.299,-42.256
14570,-0.136,0.51,0.216,19.634,-60.793,-48.415
14571,-0.115,0.518,0.194,21.738,-65.488,-54.146
14572,-0.11,0.524,0.195,23.963,-68.628,-60.244
14573,-0.127,0.535,0.201,28.354,-71.098,-66.341
14574,-0.152,0.566,0.195,33.354,-72.927,-72.591
14575,-0.183,0.618,0.18,37.561,-76.189,-79.421
14576,-0.21,0.676,0.151,41.524,-81.677,-86.006
14577,-0.267,0.752,0.106,43.384,-89.848,-91.951
14578,-0.318,0.819,0.072,44.726,-99.238,-96.799
14579,-0.349,0.872,0.047,45.671,-106.799,-98.841
14580,-0.37,0.936,0.05,45.091,-113.262,-100.244
14581,-0.41,1.011,0.062,42.896,-119.055,-103.018
14582,-0.445,1.094,0.046,39.116,-123.506,-105.457
14583,-0.438,1.209,0.039,32.134,-126.098,-107.409
14584,-0.444,1.325,0.036,23.049,-128.11,-108.415
14585,-0.482,1.432,0.048,13.171,-130.823,-108.079
14586,-0.517,1.524,0.081,1.616,-136.28,-107.256
14587,-0.544,1.59,0.111,-8.598,-146.738,-104.604
14588,-0.577,1.671,0.125,-18.14,-159.817,-99.97
14589,-0.612,1.761,0.133,-27.561,-171.646,-94.055
14590,-0.605,1.826,0.144,-37.073,-182.317,-85.488
14591,-0.587,1.865,0.17,-45.244,-191.311,-76.189
14592,-0.608,1.862,0.161,-51.646,-198.232,-66.799
14593,-0.602,1.824,0.111,-57.134,-202.866,-56.585
14594,-0.556,1.776,0.05,-62.866,-205.457,-46.829
14595,-0.511,1.719,-0.019,-67.073,-207.561,-37.043
14596,-0.472,1.666,-0.103,-70.732,-208.415,-27.53
14597,-0.427,1.616,-0.15,-74.085,-205.945,-20.183
14598,-0.367,1.539,-0.159,-76.738,-199.939,-13.72
14599,-0.307,1.451,-0.157,-78.293,-190.854,-7.256
14600,-0.269,1.369,-0.156,-78.902,-180.915,-1.707
14601,-0.253,1.277,-0.145,-77.713,-172.713,2.805
14602,-0.243,1.199,-0.124,-76.86,-165.64,7.012
14603,-0.237,1.131,-0.108,-74.512,-157.561,9.848
14604,-0.198,1.065,-0.112,-70.244,-148.506,13.293
14605,-0.148,1.029,-0.121,-68.689,-140.061,15.762
14606,-0.12,0.978,-0.139,-66.921,-135.915,17.713
14607,-0.102,0.904,-0.157,-63.262,-133.75,21.006
14608,-0.068,0.848,-0.147,-60,-129.726,23.232
14609,-0.025,0.789,-0.129,-57.012,-122.957,24.695
14610,0.032,0.736,-0.105,-54.573,-113.171,26.311
14611,0.091,0.694,-0.062,-52.591,-101.646,27.165
14612,0.141,0.648,-0.025,-47.805,-90,27.348
14613,0.16,0.617,-0.016,-40.64,-80.183,26.86
14614,0.161,0.616,-0.043,-35.488,-72.348,25.305
14615,0.157,0.607,-0.08,-31.707,-66.006,23.14
14616,0.172,0.57,-0.101,-26.829,-58.841,22.226
14617,0.19,0.528,-0.102,-21.098,-48.293,22.409
14618,0.2,0.503,-0.084,-14.634,-36.067,22.378
14619,0.201,0.496,-0.071,-8.018,-23.323,22.256
14620,0.22,0.509,-0.035,-2.683,-10.488,21.067
14621,0.237,0.51,0.008,1.28,1.341,17.896
14622,0.245,0.496,0.042,5.061,12.287,14.512
14623,0.25,0.488,0.059,8.902,22.073,11.098
14624,0.253,0.488,0.06,13.171,30.03,8.689
14625,0.244,0.504,0.049,17.744,36.463,6.402
14626,0.232,0.526,0.036,23.11,40.335,3.506
14627,0.221,0.538,0.026,29.268,45.793,1.189
14628,0.233,0.565,0.017,34.756,54.116,-1.86
14629,0.229,0.595,0.015,38.232,65.366,-5.884
14630,0.197,0.602,0.021,42.317,75.457,-10
14631,0.173,0.609,0.027,46.951,82.348,-13.171
14632,0.134,0.62,0.025,51.006,89.207,-15.671
14633,0.092,0.642,0.017,54.512,94.207,-18.963
14634,0.067,0.666,0.018,56.341,98.933,-22.073
14635,0.042,0.681,0.02,57.53,103.293,-25.213
14636,-0.001,0.707,0.015,58.78,105.915,-28.018
14637,-0.031,0.747,-0.002,60.427,107.744,-30.03
14638,-0.04,0.799,-0.034,61.402,111.524,-31.86
14639,-0.05,0.849,-0.071,61.25,117.378,-33.476
14640,-0.048,0.91,-0.09,59.085,124.878,-34.39
14641,-0.054,0.962,-0.098,57.165,134.39,-34.756
14642,-0.076,1.012,-0.106,56.189,144.116,-34.085
14643,-0.111,1.086,-0.116,55.274,154.421,-32.073
14644,-0.142,1.169,-0.134,55.366,167.226,-28.323
14645,-0.18,1.253,-0.165,54.665,182.043,-22.652
14646,-0.253,1.341,-0.194,50.945,193.841,-15.549
14647,-0.316,1.405,-0.207,48.933,197.104,-5.427
14648,-0.35,1.472,-0.204,48.201,194.726,7.622
14649,-0.39,1.569,-0.161,48.293,194.146,20.305
14650,-0.396,1.649,-0.118,49.573,197.835,32.348
14651,-0.394,1.726,-0.106,47.012,204.39,43.567
14652,-0.418,1.763,-0.082,43.445,208.689,54.451
14653,-0.415,1.752,-0.061,40.976,208.476,67.226
14654,-0.404,1.765,-0.043,38.018,206.982,80.091
14655,-0.404,1.801,-0.038,33.049,205.488,89.909
14656,-0.428,1.813,-0.033,25.274,202.988,96.616
14657,-0.475,1.771,-0.012,15.854,198.659,101.86
14658,-0.516,1.681,0.021,6.921,191.921,107.165
14659,-0.542,1.577,0.045,0.122,183.079,113.598
14660,-0.558,1.502,0.061,-6.372,173.933,120.03
14661,-0.559,1.432,0.078,-12.012,164.024,124.39
14662,-0.551,1.344,0.084,-15.976,153.567,126.982
14663,-0.535,1.27,0.085,-21.829,142.927,127.622
14664,-0.5,1.177,0.1,-27.256,131.585,126.006
14665,-0.466,1.068,0.106,-30.366,119.787,123.963
14666,-0.424,1,0.108,-34.116,108.537,120.274
14667,-0.399,0.944,0.121,-36.585,103.415,114.512
14668,-0.37,0.876,0.131,-36.738,101.402,107.683
14669,-0.323,0.83,0.143,-37.256,101.89,100.884
14670,-0.298,0.776,0.159,-38.354,101.585,93.902
14671,-0.303,0.709,0.163,-37.652,96.707,86.982
14672,-0.295,0.649,0.165,-35.793,88.232,80.64
14673,-0.261,0.608,0.189,-33.628,79.177,74.024
14674,-0.232,0.565,0.216,-29.909,71.159,66.86
14675,-0.2,0.534,0.24,-25.61,63.11,60.122
14676,-0.183,0.522,0.27,-22.348,56.86,52.47
14677,-0.173,0.499,0.29,-17.439,52.226,44.421
14678,-0.172,0.49,0.299,-12.226,47.774,37.165
14679,-0.182,0.498,0.312,-8.811,41.189,29.421
14680,-0.179,0.466,0.319,-3.933,31.89,21.921
14681,-0.176,0.448,0.338,-0.396,21.585,14.207
14682,-0.168,0.444,0.365,2.409,11.463,6.341
14683,-0.154,0.425,0.38,5.762,2.104,-1.341
14684,-0.162,0.416,0.366,9.207,-7.591,-9.482
14685,-0.186,0.427,0.346,11.25,-17.5,-18.78
14686,-0.171,0.434,0.348,11.951,-26.646,-29.177
14687,-0.156,0.434,0.351,12.317,-35.244,-39.878
14688,-0.174,0.44,0.347,12.348,-45.183,-50.427
14689,-0.195,0.454,0.335,13.872,-54.665,-60.274
14690,-0.204,0.485,0.329,15.061,-62.622,-70
14691,-0.224,0.515,0.326,15.274,-71.738,-80.762
14692,-0.272,0.518,0.318,16.128,-84.238,-91.951
14693,-0.305,0.526,0.302,17.439,-97.683,-102.53
14694,-0.328,0.561,0.264,17.835,-106.585,-112.835
14695,-0.335,0.613,0.223,18.415,-110.732,-122.043
14696,-0.342,0.68,0.175,18.11,-111.311,-128.689
14697,-0.361,0.745,0.143,16.646,-111.22,-133.476
14698,-0.382,0.82,0.134,13.841,-115.183,-137.043
14699,-0.445,0.893,0.154,11.768,-126.22,-140.518
14700,-0.508,0.965,0.179,11.921,-142.348,-142.927
14701,-0.539,1.059,0.197,12.409,-155.244,-144.146
14702,-0.551,1.179,0.191,11.128,-159.939,-143.902
14703,-0.548,1.303,0.156,9.299,-158.567,-141.494
14704,-0.542,1.446,0.105,5.488,-156.372,-136.646
14705,-0.553,1.569,0.076,0.671,-157.226,-130.427
14706,-0.585,1.648,0.058,-1.86,-161.433,-123.232
14707,-0.622,1.705,0.071,-3.201,-165.884,-114.573
14708,-0.63,1.766,0.101,-6.463,-170.945,-105.427
14709,-0.645,1.803,0.127,-12.287,-178.537,-96.86
14710,-0.682,1.788,0.139,-17.104,-191.067,-87.378
14711,-0.704,1.753,0.123,-18.933,-204.665,-76.982
14712,-0.665,1.734,0.083,-20.488,-211.037,-66.585
14713,-0.604,1.732,0.025,-25.213,-208.994,-56.646
14714,-0.561,1.698,-0.025,-31.494,-202.744,-45.457
14715,-0.53,1.617,-0.047,-36.128,-196.006,-34.573
14716,-0.528,1.531,-0.052,-39.756,-191.22,-25.122
14717,-0.517,1.465,-0.059,-44.817,-191.433,-16.463
14718,-0.499,1.401,-0.072,-48.506,-195.061,-8.872
14719,-0.483,1.349,-0.085,-49.177,-198.872,-1.189
14720,-0.444,1.323,-0.095,-49.482,-197.927,4.909
14721,-0.374,1.288,-0.107,-51.25,-192.165,9.726
14722,-0.317,1.211,-0.11,-52.134,-183.232,14.543
14723,-0.288,1.125,-0.11,-52.378,-174.482,19.451
14724,-0.257,1.055,-0.109,-53.171,-169.116,23.628
14725,-0.226,1,-0.103,-56.098,-167.287,26.402
14726,-0.19,0.928,-0.096,-56.555,-167.866,28.354
14727,-0.155,0.867,-0.098,-54.329,-165.732,29.939
14728,-0.085,0.831,-0.113,-52.5,-157.073,30.061
14729,-0.011,0.805,-0.138,-51.951,-143.994,28.689
14730,0.023,0.755,-0.156,-52.195,-130.274,27.043
14731,0.059,0.69,-0.158,-51.372,-118.567,25.701
14732,0.102,0.638,-0.133,-49.421,-108.537,23.811
14733,0.137,0.598,-0.113,-45.701,-99.939,21.555
14734,0.178,0.58,-0.099,-41.463,-90.518,18.598
14735,0.232,0.561,-0.083,-37.683,-78.78,15.396
14736,0.293,0.529,-0.066,-33.811,-66.067,12.713
14737,0.318,0.506,-0.061,-30.091,-53.201,9.848
14738,0.336,0.484,-0.056,-25.732,-39.634,7.165
14739,0.367,0.474,-0.051,-21.433,-25,4.695
14740,0.378,0.478,-0.042,-17.47,-9.97,2.256
14741,0.379,0.478,-0.028,-13.75,4.909,-0.457
14742,0.382,0.467,-0.016,-9.726,19.085,-2.47
14743,0.395,0.469,-0.002,-5.854,32.805,-2.835
14744,0.42,0.476,0.019,-1.616,46.402,-3.323
14745,0.43,0.476,0.035,4.482,57.988,-4.39
14746,0.423,0.482,0.037,10.64,68.293,-6.372
14747,0.408,0.481,0.04,15.976,78.933,-7.957
14748,0.394,0.472,0.024,22.835,89.329,-8.049
14749,0.368,0.49,-0.008,29.665,100,-8.963
14750,0.327,0.514,-0.026,34.573,110.701,-11.494
14751,0.273,0.513,-0.05,38.841,121.646,-12.073
14752,0.226,0.519,-0.073,44.36,133.11,-11.28
14753,0.184,0.553,-0.091,49.482,144.177,-10.396
14754,0.122,0.605,-0.12,54.329,155.366,-8.811
14755,0.037,0.674,-0.157,59.756,166.677,-6.341
14756,-0.04,0.773,-0.181,64.299,177.439,-3.689
14757,-0.114,0.874,-0.176,67.835,187.713,-1.951
14758,-0.18,0.955,-0.163,71.677,196.982,0.396
14759,-0.252,1.055,-0.161,74.787,207.47,2.927
14760,-0.332,1.177,-0.14,75.457,216.494,5.732
14761,-0.405,1.291,-0.105,75.305,221.951,10.061
14762,-0.468,1.395,-0.063,74.878,223.262,15.427
14763,-0.534,1.489,-0.03,75.854,222.5,21.402
14764,-0.588,1.587,-0.023,76.128,224.939,27.622
14765,-0.618,1.69,-0.026,74.573,233.445,34.024
14766,-0.619,1.798,-0.018,70.366,242.988,40.61
14767,-0.603,1.891,0.012,61.89,249.573,46.585
14768,-0.623,1.912,0.059,52.104,248.506,51.159
14769,-0.688,1.861,0.105,42.378,233.811,57.165
14770,-0.745,1.797,0.175,31.341,208.11,63.841
14771,-0.76,1.712,0.259,19.878,183.293,72.47
14772,-0.713,1.629,0.323,9.207,166.311,81.098
14773,-0.654,1.577,0.338,-0.518,155.152,87.165
14774,-0.605,1.551,0.277,-9.451,146.037,92.927
14775,-0.537,1.524,0.19,-20.305,140,97.378
14776,-0.454,1.461,0.126,-30.64,137.165,99.482
14777,-0.41,1.397,0.075,-40.183,135.366,100.427
14778,-0.419,1.321,0.054,-47.713,133.262,100.579
14779,-0.434,1.226,0.061,-52.409,129.024,101.463
14780,-0.463,1.137,0.104,-55.61,124.146,102.683
14781,-0.51,1.035,0.162,-54.421,117.073,104.665
14782,-0.535,0.945,0.198,-49.451,107.348,107.957
14783,-0.501,0.9,0.22,-43.628,96.738,109.085
14784,-0.444,0.851,0.231,-38.506,87.012,107.622
14785,-0.401,0.791,0.226,-33.872,79.238,104.207
14786,-0.358,0.714,0.221,-29.421,74.573,99.482
14787,-0.309,0.645,0.227,-26.494,71.433,93.262
14788,-0.29,0.598,0.239,-24.909,68.933,85.823
14789,-0.285,0.553,0.252,-21.951,66.433,77.957
14790,-0.296,0.514,0.275,-17.866,65.03,70.305
14791,-0.301,0.503,0.306,-14.848,62.287,62.256
14792,-0.317,0.494,0.327,-11.646,55.823,53.689
14793,-0.359,0.488,0.344,-8.384,46.616,44.573
14794,-0.364,0.472,0.369,-5.091,36.555,34.543
14795,-0.353,0.451,0.384,-3.201,26.616,25.274
14796,-0.355,0.441,0.407,-1.921,16.006,15.823
14797,-0.362,0.423,0.427,1.128,4.543,5.945
14798,-0.344,0.426,0.429,3.78,-7.043,-4.055
14799,-0.303,0.433,0.426,5,-15.884,-14.482
14800,-0.27,0.436,0.413,5.152,-23.415,-24.482
14801,-0.27,0.447,0.407,4.116,-33.415,-34.817
14802,-0.29,0.438,0.393,4.543,-45.457,-44.878
14803,-0.28,0.421,0.379,7.226,-57.652,-53.262
14804,-0.246,0.433,0.353,8.78,-68.384,-61.585
14805,-0.253,0.466,0.345,9.207,-76.28,-71.402
14806,-0.26,0.484,0.328,10,-83.293,-80.976
14807,-0.265,0.519,0.301,11.738,-88.994,-90.183
14808,-0.275,0.565,0.28,12.5,-94.207,-99.421
14809,-0.283,0.59,0.272,12.835,-101.22,-107.896
14810,-0.31,0.629,0.253,13.598,-112.439,-116.128
14811,-0.367,0.689,0.226,15.183,-124.695,-123.659
14812,-0.406,0.755,0.199,17.073,-133.902,-129.634
14813,-0.429,0.827,0.177,18.689,-138.415,-133.811
14814,-0.471,0.911,0.155,18.841,-140.884,-136.524
14815,-0.537,0.998,0.131,18.537,-144.939,-137.713
14816,-0.587,1.09,0.121,18.384,-150.823,-138.476
14817,-0.614,1.186,0.11,18.415,-156.616,-137.652
14818,-0.622,1.309,0.102,17.073,-159.665,-135.244
14819,-0.614,1.427,0.11,13.841,-160.793,-132.53
14820,-0.613,1.522,0.13,8.841,-162.774,-127.805
14821,-0.638,1.6,0.164,2.622,-166.768,-120.122
14822,-0.662,1.653,0.216,-3.567,-174.939,-111.768
14823,-0.7,1.704,0.253,-7.744,-187.744,-103.811
14824,-0.703,1.759,0.265,-12.988,-201.86,-97.043
14825,-0.662,1.748,0.24,-17.652,-211.037,-89.482
14826,-0.607,1.719,0.173,-23.933,-215.579,-80.366
14827,-0.584,1.69,0.08,-30.244,-217.713,-71.128
14828,-0.537,1.646,0,-34.116,-216.616,-61.128
14829,-0.458,1.634,-0.06,-39.39,-207.805,-52.957
14830,-0.389,1.594,-0.089,-45.396,-193.445,-46.25
14831,-0.353,1.515,-0.072,-50.701,-180.549,-41.006
14832,-0.361,1.423,-0.041,-54.36,-174.055,-36.006
14833,-0.392,1.326,-0.007,-56.22,-172.957,-30.61
14834,-0.383,1.227,0.035,-56.982,-174.024,-25.579
14835,-0.352,1.144,0.072,-57.378,-175.579,-21.128
14836,-0.345,1.073,0.068,-56.616,-176.341,-17.317
14837,-0.291,1.01,0.044,-55.488,-172.744,-14.085
14838,-0.183,0.956,0.015,-55.091,-162.896,-11.159
14839,-0.089,0.898,-0.023,-54.787,-148.963,-8.963
14840,-0.015,0.836,-0.055,-53.841,-133.354,-7.256
14841,0.052,0.787,-0.065,-53.323,-117.195,-5.366
14842,0.108,0.744,-0.045,-53.506,-102.317,-4.451
14843,0.147,0.697,-0.008,-52.805,-90.823,-4.695
14844,0.153,0.643,0.038,-49.848,-82.591,-4.36
14845,0.18,0.599,0.073,-44.939,-75.427,-2.713
14846,0.213,0.575,0.098,-40.213,-67.348,0.335
14847,0.224,0.558,0.116,-35.091,-58.872,2.195
14848,0.217,0.546,0.099,-29.024,-50.518,4.116
14849,0.214,0.545,0.089,-23.811,-40.427,6.25
14850,0.235,0.529,0.079,-17.439,-27.774,7.622
14851,0.254,0.5,0.058,-9.787,-12.927,9.573
14852,0.279,0.489,0.042,-3.232,2.317,12.226
14853,0.307,0.485,0.04,2.256,15.549,14.116
14854,0.318,0.466,0.051,8.78,26.067,15.244
14855,0.318,0.444,0.053,17.043,35.274,15.488
14856,0.323,0.444,0.042,24.909,46.799,15.244
14857,0.337,0.469,0.033,31.159,62.561,14.421
14858,0.343,0.49,0.014,36.006,80.244,12.226
14859,0.321,0.499,-0.002,40.579,97.5,10.549
14860,0.294,0.517,-0.008,45,111.799,7.957
14861,0.222,0.542,0.013,47.409,122.805,4.939
14862,0.145,0.546,0.03,50.213,129.878,2.53
14863,0.096,0.552,0.034,55.091,136.067,1.372
14864,0.047,0.595,0.025,58.415,145.64,0.976
14865,0.003,0.644,0,62.5,155.793,0.457
14866,-0.053,0.707,-0.053,67.134,165.915,1.524
14867,-0.087,0.808,-0.102,67.927,175.274,3.354
14868,-0.137,0.904,-0.135,67.348,183.262,5.305
14869,-0.22,0.974,-0.153,68.018,189.024,7.134
14870,-0.271,1.055,-0.166,68.811,194.329,10.976
14871,-0.283,1.15,-0.167,69.573,202.226,16.677
14872,-0.346,1.25,-0.175,71.128,214.756,23.598
14873,-0.455,1.36,-0.18,74.39,227.104,33.841
14874,-0.515,1.504,-0.174,76.433,235,45.305
14875,-0.574,1.645,-0.162,76.921,238.354,56.159
14876,-0.663,1.745,-0.131,75.122,236.25,64.848
14877,-0.744,1.793,-0.091,73.171,229.238,73.476
14878,-0.762,1.834,-0.06,69.055,223.201,81.189
14879,-0.767,1.874,-0.015,62.683,221.738,87.226
14880,-0.776,1.869,0.023,55.183,221.433,93.598
14881,-0.781,1.849,0.048,45.091,219.604,100.305
14882,-0.752,1.801,0.077,33.872,213.567,106.555
14883,-0.735,1.733,0.121,21.311,204.604,111.311
14884,-0.73,1.655,0.184,8.659,191.86,114.085
14885,-0.72,1.571,0.24,-2.47,176.22,115.061
14886,-0.682,1.491,0.275,-12.896,161.463,115.701
14887,-0.628,1.411,0.29,-22.988,149.848,115.915
14888,-0.612,1.32,0.267,-31.28,138.415,116.372
14889,-0.624,1.232,0.239,-38.567,123.902,116.982
14890,-0.617,1.145,0.223,-42.713,108.079,116.311
14891,-0.576,1.051,0.212,-44.177,95.457,115.579
14892,-0.529,0.979,0.201,-43.232,86.433,114.055
14893,-0.495,0.923,0.198,-41.28,80.61,111.067
14894,-0.477,0.851,0.199,-38.049,78.72,107.47
14895,-0.464,0.771,0.212,-34.726,77.104,102.835
14896,-0.456,0.707,0.237,-32.591,72.47,97.043
14897,-0.45,0.642,0.267,-28.963,63.78,91.159
14898,-0.437,0.595,0.284,-25.427,52.774,85.213
14899,-0.408,0.559,0.298,-22.104,42.134,76.921
14900,-0.37,0.527,0.301,-18.78,32.896,67.53
14901,-0.318,0.508,0.288,-15.64,25.579,58.354
14902,-0.288,0.49,0.259,-12.957,20.823,49.451
14903,-0.288,0.474,0.237,-9.97,17.927,39.238
14904,-0.243,0.446,0.249,-6.829,14.177,29.177
14905,-0.181,0.432,0.267,-5.274,6.646,19.299
14906,-0.191,0.413,0.278,-3.598,-6.037,7.988
14907,-0.253,0.386,0.3,-0.732,-21.159,-3.445
14908,-0.259,0.369,0.327,2.896,-32.805,-12.927
14909,-0.194,0.373,0.357,6.006,-38.78,-22.012
14910,-0.18,0.383,0.358,8.445,-44.238,-31.89
14911,-0.239,0.389,0.332,11.463,-50.732,-40.732
14912,-0.266,0.391,0.301,14.817,-56.402,-48.659
14913,-0.249,0.406,0.252,16.067,-65.183,-56.372
14914,-0.283,0.428,0.214,16.189,-78.415,-63.506
14915,-0.322,0.43,0.204,18.415,-92.5,-70.427
14916,-0.307,0.444,0.201,20.122,-101.951,-76.372
14917,-0.279,0.489,0.205,20.457,-106.921,-82.256
14918,-0.273,0.543,0.207,23.079,-109.878,-88.171
14919,-0.308,0.623,0.181,26.402,-112.317,-93.476
14920,-0.344,0.727,0.149,26.89,-116.86,-98.384
14921,-0.4,0.839,0.154,25.762,-127.348,-104.543
14922,-0.503,0.93,0.148,26.799,-143.049,-109.756
14923,-0.611,1.04,0.12,29.451,-156.585,-112.287
14924,-0.682,1.203,0.103,29.787,-163.293,-113.963
14925,-0.723,1.373,0.085,26.616,-165.427,-114.787
14926,-0.748,1.506,0.075,21.006,-168.11,-113.994
14927,-0.75,1.61,0.08,12.104,-176.707,-110.854
14928,-0.753,1.686,0.093,0.03,-194.207,-107.957
14929,-0.8,1.73,0.094,-11.707,-217.561,-104.329
14930,-0.819,1.771,0.06,-23.293,-238.902,-98.567
14931,-0.747,1.809,0.009,-34.024,-250.671,-92.409
14932,-0.661,1.828,-0.063,-45.061,-249.543,-84.787
14933,-0.572,1.841,-0.1,-56.402,-238.72,-75.884
14934,-0.46,1.814,-0.086,-64.329,-225.457,-67.012
14935,-0.391,1.782,-0.058,-69.695,-215.274,-58.323
14936,-0.372,1.744,-0.036,-73.323,-210.579,-50.122
14937,-0.344,1.696,-0.02,-76.037,-208.963,-42.774
14938,-0.331,1.646,-0.027,-78.232,-208.201,-35.244
14939,-0.344,1.585,-0.03,-80.03,-207.043,-26.921
14940,-0.366,1.494,-0.025,-78.537,-206.524,-17.561
14941,-0.362,1.415,-0.029,-75.518,-205.64,-7.774
14942,-0.313,1.343,-0.047,-71.951,-201.768,0.671
14943,-0.263,1.262,-0.087,-69.36,-194.604,7.622
14944,-0.226,1.188,-0.116,-68.537,-185.335,13.293
14945,-0.179,1.098,-0.125,-67.53,-173.841,17.744
14946,-0.129,0.994,-0.119,-65.579,-162.622,22.012
14947,-0.074,0.914,-0.118,-64.116,-156.585,25.518
14948,-0.045,0.849,-0.117,-61.433,-153.445,27.104
14949,0.005,0.775,-0.117,-57.835,-147.744,27.683
14950,0.079,0.707,-0.107,-54.604,-135.732,27.591
14951,0.146,0.65,-0.097,-52.104,-120.61,26.738
14952,0.19,0.598,-0.1,-49.939,-106.341,25.64
14953,0.199,0.558,-0.095,-47.409,-93.689,24.421
14954,0.217,0.52,-0.082,-43.049,-81.311,23.75
14955,0.253,0.511,-0.066,-39.116,-70.274,23.384
